CNT,ST004D01T,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,HISCED,ICTRES,ESCS,PV1MATH,PV1READ,PV1SCIE
BRA,1.0,1.0,1.0,2.0,1.0,7.0,-1.4143,-1.0724,354.67,386.891,414.787
BRA,1.0,2.0,1.0,2.0,1.0,10.0,-1.0061,-0.6776,385.516,497.034,493.541
BRA,1.0,1.0,1.0,1.0,1.0,3.0,-0.9537,-1.9687,495.678,541.022,462.217
BRA,1.0,1.0,,,1.0,9.0,-2.2428,-1.1852,300.004,447.284,377.168
BRA,2.0,,2.0,,1.0,9.0,-2.0197,-0.4624,314.667,252.303,251.773
BRA,2.0,1.0,2.0,2.0,2.0,3.0,-2.5262,-2.6424,408.292,431.815,431.863
BRA,1.0,2.0,2.0,2.0,2.0,5.0,-3.2239,-2.1789,271.079,404.203,411.779
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-0.7211,-1.1114,431.436,474.512,471.108
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.5039,0.6592,460.598,346.721,438.731
BRA,2.0,1.0,1.0,2.0,1.0,10.0,-1.1757,0.2818,393.837,287.626,368.624
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-1.0061,-0.249,380.355,301.632,367.802
BRA,1.0,1.0,1.0,2.0,1.0,7.0,-1.5637,-1.0168,448.758,513.841,478.564
BRA,1.0,1.0,1.0,2.0,1.0,9.0,-1.1324,0.3539,265.673,180.201,247.837
BRA,1.0,2.0,2.0,2.0,1.0,7.0,-1.4203,-1.2059,369.812,453.027,389.115
BRA,1.0,1.0,2.0,1.0,1.0,3.0,-1.3521,-1.9269,401.682,462.124,385.378
BRA,2.0,1.0,1.0,1.0,1.0,7.0,-1.1357,-0.8213,512.633,553.726,498.495
BRA,1.0,1.0,2.0,1.0,1.0,5.0,-1.5432,-1.1927,486.396,440.358,524.923
BRA,2.0,1.0,2.0,1.0,1.0,10.0,0.3196,-0.8786,324.573,350.001,299.815
BRA,1.0,2.0,2.0,2.0,1.0,5.0,-2.3821,-1.8646,317.548,368.616,329.92
BRA,2.0,2.0,2.0,2.0,1.0,3.0,-2.2785,-2.4828,335.9,251.824,299.654
BRA,2.0,1.0,2.0,2.0,1.0,5.0,-1.7437,-1.4132,381.377,366.663,382.032
BRA,2.0,,,,,,,,394.665,441.96,435.565
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.7807,-0.2372,394.45,513.739,345.151
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-0.729,-0.1678,317.186,340.356,339.825
BRA,2.0,1.0,1.0,2.0,1.0,5.0,-1.1823,-1.1324,482.036,603.192,564.593
BRA,2.0,2.0,1.0,2.0,1.0,8.0,-0.79,-0.2175,475.68,651.103,532.653
BRA,2.0,1.0,1.0,2.0,1.0,5.0,-0.79,-1.0985,365.173,410.928,369.76
BRA,1.0,2.0,2.0,2.0,2.0,5.0,-3.0382,-2.4966,439.256,468.539,477.648
BRA,2.0,1.0,1.0,1.0,1.0,,-1.108,,405.483,365.945,461.852
BRA,2.0,,,,,,,,311.581,339.35,336.311
BRA,2.0,1.0,2.0,1.0,1.0,7.0,-2.0694,-1.0291,297.833,283.623,264.985
BRA,1.0,1.0,1.0,2.0,1.0,7.0,-1.3266,-0.3546,306.542,397.848,297.607
BRA,1.0,1.0,1.0,2.0,1.0,10.0,0.3271,0.5439,287.694,328.241,310.969
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-0.4691,0.6627,470.801,496.607,521.133
BRA,2.0,1.0,2.0,2.0,1.0,5.0,-2.3821,-1.4181,361.104,436.708,446.714
BRA,2.0,1.0,1.0,1.0,1.0,10.0,5.248,-0.3087,294.348,246.276,175.676
BRA,2.0,2.0,2.0,1.0,1.0,7.0,-1.6511,-1.4045,325.742,359.59,394.29
BRA,1.0,1.0,1.0,2.0,1.0,8.0,-1.3421,-1.0064,361.202,434.95,381.583
BRA,1.0,2.0,2.0,2.0,1.0,7.0,-2.0273,-1.4051,426.896,476.22,408.752
BRA,1.0,1.0,1.0,2.0,1.0,3.0,-0.9333,-1.5429,386.912,467.399,430.299
BRA,1.0,2.0,2.0,1.0,2.0,1.0,-3.3152,-4.1963,329.764,334.518,356.552
BRA,1.0,2.0,1.0,2.0,1.0,5.0,-0.7467,-1.3387,409.246,472.859,486.557
BRA,2.0,1.0,1.0,1.0,1.0,5.0,-0.4262,-1.0348,462.838,548.389,489.261
BRA,2.0,1.0,1.0,2.0,1.0,8.0,0.5764,0.3102,421.376,427.027,342.449
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.847,0.4487,447.756,470.786,446.411
BRA,1.0,1.0,1.0,2.0,1.0,5.0,-1.5806,-1.4506,355.309,400.694,367.342
BRA,1.0,1.0,2.0,1.0,1.0,5.0,-2.3288,-2.0591,282.503,301.26,289.355
BRA,1.0,1.0,1.0,2.0,1.0,3.0,-1.4629,-2.3108,364.084,401.264,340.2
BRA,1.0,1.0,1.0,2.0,1.0,8.0,-1.2576,0.115,349.768,382.543,378.521
BRA,2.0,2.0,2.0,2.0,1.0,5.0,-1.8007,-1.6535,375.79,464.472,422.512
BRA,1.0,2.0,2.0,1.0,1.0,3.0,-1.76,-1.6115,452.78,541.947,446.62
BRA,1.0,2.0,1.0,1.0,1.0,9.0,-1.1357,-0.6634,403.866,363.587,390.44
BRA,1.0,1.0,1.0,2.0,1.0,5.0,-0.4691,-1.0143,412.896,493.424,453.284
BRA,2.0,2.0,2.0,2.0,1.0,1.0,-1.5035,-3.1478,398.295,502.299,527.485
BRA,1.0,1.0,1.0,2.0,1.0,5.0,-0.1789,-0.8855,373.402,442.861,370.02
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-1.3297,-0.2752,400.459,429.591,364.991
BRA,2.0,2.0,2.0,2.0,1.0,3.0,-2.3821,-1.8777,319.319,350.042,399.954
BRA,1.0,2.0,2.0,2.0,1.0,5.0,-1.7185,-1.4675,367.38,458.409,453.783
BRA,2.0,,,,,,,,299.881,310.849,365.92
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.8053,-0.2112,499.29,505.808,487.879
BRA,1.0,1.0,2.0,1.0,1.0,5.0,-1.8114,-1.523,370.801,491.417,388.445
BRA,1.0,1.0,1.0,1.0,1.0,2.0,-0.0533,-2.1136,431.494,505.619,492.758
BRA,2.0,2.0,2.0,2.0,2.0,5.0,-3.5576,-1.9468,378.425,363.297,415.694
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.8053,0.212,538.206,553.673,593.314
BRA,2.0,2.0,2.0,1.0,1.0,1.0,-1.3521,-3.0834,342.348,328.841,354.912
BRA,2.0,1.0,2.0,2.0,1.0,8.0,-1.2681,-0.0498,506.677,481.511,537.37
BRA,1.0,2.0,2.0,1.0,1.0,8.0,-1.6511,-0.9996,308.801,356.806,358.624
BRA,1.0,2.0,1.0,2.0,1.0,8.0,-1.4811,-0.4173,380.88,449.538,411.342
BRA,2.0,,,,,2.0,-0.5324,-2.2164,277.614,282.575,364.757
BRA,2.0,1.0,1.0,1.0,1.0,8.0,0.58,0.1371,430.311,355.129,456.367
BRA,1.0,2.0,1.0,2.0,1.0,10.0,-1.0061,-0.3479,340.045,366.401,241.748
BRA,2.0,2.0,1.0,1.0,1.0,8.0,-0.8053,0.3397,506.243,584.473,447.208
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.1479,0.8976,432.803,476.251,512.675
BRA,1.0,1.0,1.0,1.0,1.0,9.0,-0.6495,0.3113,257.9,213.017,300.379
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.8053,0.5858,502.781,608.966,667.873
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.3926,0.5965,380.595,354.095,282.512
BRA,2.0,2.0,2.0,1.0,1.0,2.0,-1.5863,-2.2367,267.545,308.798,303.729
BRA,2.0,1.0,1.0,1.0,1.0,9.0,-0.8956,-0.4162,294.203,329.897,351.547
BRA,1.0,2.0,2.0,2.0,1.0,8.0,-2.3821,-1.2102,368.179,441.368,415.972
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.4123,-0.2528,483.792,581.425,469.675
BRA,2.0,1.0,1.0,1.0,1.0,8.0,0.6225,0.2833,380.479,431.473,542.359
BRA,2.0,1.0,2.0,,1.0,2.0,-1.6017,-2.8181,337.485,283.455,326.244
BRA,2.0,,,,,,,,306.92,289.748,348.856
BRA,2.0,2.0,2.0,1.0,1.0,10.0,-2.0074,-0.6166,323.369,228.695,241.884
BRA,2.0,1.0,2.0,2.0,1.0,7.0,-2.3821,-1.5199,370.15,253.312,292.948
BRA,2.0,1.0,1.0,1.0,1.0,7.0,0.4422,-0.1341,556.653,614.671,531.415
BRA,1.0,,,,,,,,487.798,512.02,545.385
BRA,1.0,1.0,1.0,1.0,1.0,7.0,-1.326,-0.7333,290.615,228.796,218.966
BRA,1.0,1.0,1.0,1.0,1.0,7.0,0.3077,-0.6638,391.621,327.149,323.055
BRA,1.0,2.0,2.0,2.0,1.0,9.0,-1.6623,-0.7137,349.899,328.391,411.644
BRA,1.0,1.0,1.0,1.0,1.0,9.0,-0.6217,-0.1747,305.701,251.151,336.531
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.7628,-0.092,369.623,422.707,434.631
BRA,1.0,2.0,2.0,1.0,1.0,8.0,-2.3288,-1.3165,320.725,366.535,374.363
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.2863,0.2293,413.949,419.996,454.777
BRA,1.0,1.0,2.0,1.0,1.0,10.0,-1.5432,-0.8061,332.81,335.016,328.165
BRA,2.0,1.0,2.0,2.0,1.0,7.0,-1.5035,-1.3122,266.711,252.405,346.743
BRA,1.0,2.0,1.0,1.0,1.0,10.0,-0.6832,0.3413,381.984,490.649,417.973
BRA,2.0,2.0,1.0,1.0,1.0,8.0,-1.0055,-0.6487,449.147,508.892,475.996
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.8053,0.344,408.476,389.574,450.514
BRA,2.0,1.0,1.0,1.0,1.0,7.0,-0.9324,-0.7494,379.072,485.396,387.832
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.5443,1.1895,509.334,470.12,504.467
BRA,1.0,2.0,2.0,2.0,1.0,2.0,-2.5324,-3.0921,266.816,389.068,298.936
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-1.3541,-1.6111,397.348,380.978,381.072
BRA,2.0,1.0,1.0,2.0,1.0,7.0,-1.311,-1.1577,331.951,355.821,385.461
BRA,1.0,1.0,2.0,2.0,1.0,5.0,-2.0236,-1.6332,376.869,481.5,400.517
BRA,1.0,,,,,,,,522.419,558.542,549.518
BRA,2.0,1.0,,,,7.0,,0.4674,413.547,517.895,499.038
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-0.595,-1.0592,323.38,404.946,348.171
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.4979,-0.0772,451.527,566.512,425.529
BRA,2.0,2.0,2.0,2.0,1.0,10.0,-1.6355,-0.4916,346.216,304.117,417.352
BRA,1.0,1.0,2.0,2.0,1.0,3.0,-1.8007,-2.2861,320.899,364.391,442.962
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.8053,0.1265,455.629,550.042,562.575
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-0.729,-0.5269,312.483,451.527,406.83
BRA,2.0,1.0,2.0,1.0,1.0,5.0,-1.224,-1.33,308.731,311.495,359.232
BRA,2.0,1.0,2.0,2.0,1.0,3.0,-1.912,-2.2806,340.272,402.847,338.73
BRA,1.0,2.0,1.0,1.0,2.0,1.0,-2.4138,-3.4189,351.593,400.377,376.547
BRA,2.0,1.0,1.0,2.0,1.0,7.0,-1.0198,-1.109,369.196,352.402,336.9
BRA,2.0,1.0,2.0,2.0,1.0,,-2.2444,-0.7805,351.377,297.013,337.436
BRA,2.0,1.0,1.0,1.0,1.0,3.0,0.4422,-0.6208,385.938,440.089,408.278
BRA,1.0,1.0,1.0,1.0,1.0,9.0,1.7405,1.3558,518.29,492.716,540.991
BRA,1.0,2.0,1.0,2.0,1.0,8.0,-1.2576,-0.6302,389.069,442.833,418.546
BRA,2.0,1.0,1.0,2.0,1.0,8.0,0.5304,0.7282,499.008,472.766,571.638
BRA,2.0,1.0,2.0,2.0,1.0,7.0,-2.6528,-1.6409,362.747,446.492,332.663
BRA,1.0,1.0,2.0,1.0,1.0,5.0,-1.702,-1.1099,458.006,531.656,421.475
BRA,2.0,,,,1.0,7.0,-2.6639,-1.6,284.949,249.61,212.789
BRA,1.0,1.0,1.0,1.0,1.0,7.0,-0.0376,0.4108,315.245,337.526,244.667
BRA,2.0,1.0,1.0,1.0,1.0,8.0,1.1031,0.663,424.329,394.535,412.667
BRA,1.0,2.0,1.0,2.0,1.0,8.0,-0.8781,0.5878,319.497,361.326,354.594
BRA,2.0,1.0,2.0,2.0,1.0,2.0,-2.2444,-3.1029,314.01,309.867,290.088
BRA,1.0,1.0,1.0,1.0,1.0,9.0,0.1083,1.349,528.058,604.783,521.966
BRA,1.0,1.0,1.0,,1.0,8.0,-0.5169,0.4332,331.162,370.691,393.957
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.7807,0.0303,405.946,496.004,460.351
BRA,1.0,1.0,2.0,2.0,2.0,5.0,-2.239,-1.8204,278.919,347.078,339.803
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.8852,0.482,372.424,390.55,449.685
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-0.1934,0.3485,460.439,481.768,402.265
BRA,2.0,2.0,2.0,2.0,2.0,1.0,-3.8014,-4.1449,313.128,325.798,368.934
BRA,1.0,1.0,1.0,1.0,1.0,7.0,-0.5542,-0.7382,432.023,367.274,459.888
BRA,2.0,2.0,1.0,2.0,1.0,10.0,-1.271,-0.513,431.581,469.786,533.597
BRA,1.0,1.0,1.0,1.0,1.0,9.0,-1.2979,-0.806,262.914,257.494,228.188
BRA,1.0,1.0,1.0,1.0,1.0,7.0,-0.8053,0.0837,427.455,495.421,451.636
BRA,1.0,1.0,1.0,1.0,1.0,9.0,-1.0843,-0.791,288.34,301.68,269.52
BRA,1.0,2.0,1.0,2.0,1.0,7.0,-1.6313,-1.3489,388.614,459.254,500.917
BRA,1.0,2.0,2.0,1.0,1.0,,-1.7227,,371.861,404.721,340.872
BRA,2.0,1.0,,,1.0,8.0,-1.3842,0.4143,430.298,425.189,461.531
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-1.2892,-0.6701,304.005,288.229,296.52
BRA,2.0,,,,,,,,417.273,381.572,430.05
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-1.6966,-0.9616,291.324,242.916,247.777
BRA,2.0,1.0,2.0,2.0,1.0,5.0,-1.7161,-1.4284,332.342,347.02,403.93
BRA,1.0,1.0,2.0,1.0,1.0,2.0,-1.3759,-2.4837,454.293,517.136,513.094
BRA,2.0,1.0,1.0,1.0,1.0,5.0,-0.2543,-0.808,491.201,421.149,478.741
BRA,1.0,1.0,1.0,2.0,1.0,5.0,-1.0061,-1.0243,461.487,479.958,426.827
BRA,2.0,1.0,2.0,1.0,1.0,5.0,-2.4333,-1.8086,339.85,323.515,435.049
BRA,1.0,1.0,1.0,2.0,1.0,5.0,-1.0061,-1.0366,498.743,563.833,516.63
BRA,1.0,1.0,2.0,1.0,1.0,8.0,-1.569,-0.8181,391.873,499.044,364.994
BRA,2.0,1.0,1.0,1.0,1.0,5.0,-0.5039,-1.2788,597.824,522.512,556.657
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-1.7221,-0.2604,294.756,286.968,247.345
BRA,2.0,1.0,2.0,2.0,1.0,8.0,-2.0273,-1.0615,316.166,351.535,350.859
BRA,1.0,2.0,1.0,2.0,1.0,8.0,-0.1098,0.9993,484.135,516.339,525.566
BRA,2.0,1.0,1.0,1.0,1.0,10.0,-0.7409,0.3067,394.062,450.112,444.052
BRA,1.0,1.0,2.0,2.0,1.0,5.0,-2.5572,-1.3814,491.422,575.859,481.11
BRA,2.0,1.0,1.0,2.0,1.0,8.0,0.0325,0.7325,374.788,407.066,397.799
BRA,2.0,1.0,1.0,1.0,2.0,8.0,-1.3766,0.3793,336.878,405.278,382.952
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.1377,0.795,463.645,593.809,531.511
BRA,2.0,1.0,1.0,2.0,1.0,2.0,-1.3785,-2.6279,478.509,531.261,477.727
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.9492,-0.4549,292.993,398.877,306.685
BRA,1.0,1.0,1.0,1.0,1.0,7.0,-1.2848,-0.5398,317.103,304.409,356.888
BRA,1.0,1.0,1.0,1.0,1.0,1.0,-0.9537,-2.9667,367.279,513.204,373.581
BRA,1.0,1.0,2.0,2.0,1.0,7.0,-1.3939,-1.3046,289.97,264.527,274.488
BRA,1.0,1.0,1.0,2.0,1.0,3.0,-1.5637,-1.9961,337.392,397.934,348.415
BRA,2.0,,2.0,1.0,1.0,9.0,-1.2913,-0.7254,393.99,452.658,378.011
BRA,1.0,1.0,1.0,2.0,1.0,10.0,0.6945,0.918,488.537,511.572,542.86
BRA,1.0,1.0,2.0,2.0,1.0,5.0,-1.912,-1.1527,317.734,348.263,331.189
BRA,1.0,2.0,1.0,1.0,1.0,5.0,-1.3602,-1.6766,338.919,395.571,412.827
BRA,1.0,1.0,1.0,2.0,1.0,8.0,-1.0061,-0.7971,367.152,404.571,353.226
BRA,2.0,1.0,1.0,2.0,1.0,10.0,-1.7578,-0.0244,316.722,295.42,416.42
BRA,1.0,1.0,1.0,2.0,1.0,7.0,-1.3434,-0.0457,426.798,547.456,426.259
BRA,2.0,2.0,2.0,2.0,1.0,5.0,-1.912,-1.5422,269.031,305.316,346.061
BRA,1.0,2.0,1.0,2.0,1.0,7.0,-2.1041,-1.4871,318.351,345.993,297.612
BRA,1.0,1.0,1.0,2.0,1.0,2.0,-1.0061,-2.1711,279.796,342.525,291.676
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-1.3554,0.4991,368.614,297.772,362.994
BRA,2.0,1.0,1.0,2.0,1.0,7.0,-1.8729,-1.6339,328.746,326.857,377.633
BRA,1.0,2.0,1.0,1.0,1.0,9.0,-1.1944,-0.9653,370.993,441.813,358.494
BRA,1.0,1.0,2.0,1.0,1.0,5.0,-1.8696,-1.6006,275.412,340.919,329.703
BRA,2.0,2.0,2.0,2.0,1.0,8.0,-2.3821,-1.1788,309.065,280.556,355.539
BRA,1.0,1.0,2.0,2.0,2.0,3.0,-2.1397,-2.3465,424.216,480.593,500.83
BRA,1.0,1.0,1.0,1.0,1.0,9.0,-0.2525,-0.297,411.529,407.38,385.226
BRA,1.0,1.0,2.0,2.0,1.0,2.0,-2.2785,-2.7903,370.414,354.719,362.333
BRA,2.0,1.0,1.0,1.0,1.0,10.0,-1.5581,-0.5716,375.434,402.984,354.346
BRA,1.0,1.0,1.0,1.0,1.0,7.0,-0.8053,-0.1358,375.369,404.478,430.315
BRA,2.0,,,,,,,,475.904,487.648,526.842
BRA,2.0,1.0,1.0,1.0,1.0,9.0,-0.0468,0.9863,435.251,450.424,509.773
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.5542,0.4226,457.692,486.846,517.417
BRA,2.0,1.0,1.0,1.0,1.0,5.0,0.7778,-0.4322,416.78,437.134,424.401
BRA,2.0,1.0,2.0,1.0,1.0,8.0,0.042,0.3992,383.018,349.803,403.87
BRA,2.0,1.0,2.0,2.0,1.0,5.0,-1.6919,-0.7667,422.093,568.416,453.905
BRA,1.0,1.0,1.0,1.0,1.0,7.0,0.313,0.5498,369.921,329.731,379.389
BRA,2.0,2.0,2.0,2.0,1.0,7.0,-3.0438,-1.1754,312.532,322.737,376.081
BRA,1.0,2.0,1.0,1.0,1.0,8.0,0.5856,0.2338,470.338,460.54,504.804
BRA,2.0,2.0,2.0,1.0,1.0,2.0,-2.2205,-3.0493,298.721,377.896,413.166
BRA,1.0,2.0,1.0,1.0,2.0,2.0,-1.4202,-2.8949,313.72,316.013,298.647
BRA,1.0,1.0,2.0,2.0,1.0,3.0,-1.5035,-2.3233,320.863,322.487,284.733
BRA,2.0,2.0,2.0,,1.0,3.0,-1.729,-2.3084,286.968,280.583,283.715
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-1.3724,-0.8266,392.836,426.481,485.873
BRA,2.0,1.0,1.0,1.0,2.0,10.0,-2.0639,-0.1789,272.853,305.299,287.208
BRA,2.0,2.0,1.0,1.0,1.0,7.0,-0.6869,-0.5243,382.43,465.742,498.886
BRA,2.0,1.0,2.0,1.0,1.0,7.0,-2.1954,-0.5225,349.183,300.743,313.301
BRA,1.0,1.0,1.0,1.0,1.0,10.0,-0.5542,0.6989,481.724,514.049,503.619
BRA,2.0,1.0,1.0,1.0,1.0,1.0,-1.3183,-3.1604,377.942,363.728,361.431
BRA,1.0,,2.0,2.0,1.0,3.0,-2.5731,-2.6984,290.235,314.163,299.124
BRA,1.0,2.0,2.0,2.0,1.0,2.0,-1.5035,-2.5144,296.818,289.589,354.438
BRA,1.0,1.0,1.0,1.0,1.0,10.0,-0.0468,0.572,386.511,433.235,449.271
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-0.5542,-0.7866,345.215,349.492,389.519
BRA,2.0,1.0,1.0,1.0,1.0,7.0,-0.7807,-0.5159,494.541,491.549,470.87
BRA,1.0,1.0,2.0,1.0,1.0,3.0,-1.3819,-1.8589,302.451,292.534,274.027
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.9537,-0.0764,329.473,457.575,486.4
BRA,1.0,1.0,1.0,1.0,1.0,5.0,0.4001,-0.3751,359.558,364.234,363.106
BRA,1.0,1.0,2.0,1.0,1.0,7.0,-2.1939,-1.1678,311.89,350.526,305.829
BRA,2.0,1.0,2.0,1.0,1.0,,-2.1001,0.0276,356.507,396.42,450.237
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.2139,-0.0857,393.81,361.916,325.879
BRA,1.0,2.0,2.0,2.0,1.0,5.0,-2.1487,-1.6489,315.183,363.331,352.738
BRA,1.0,1.0,2.0,2.0,1.0,2.0,-2.1171,-2.6639,324.469,372.825,277.242
BRA,1.0,2.0,2.0,2.0,2.0,8.0,-2.5262,-0.2173,535.059,603.954,577.769
BRA,2.0,1.0,1.0,2.0,1.0,1.0,-1.0061,-2.6689,390.432,464.965,424.85
BRA,1.0,1.0,2.0,2.0,1.0,10.0,-1.9331,-0.9768,288.516,225.892,261.525
BRA,1.0,1.0,2.0,2.0,1.0,9.0,-2.2444,0.3111,349.258,362.887,351.403
BRA,2.0,1.0,2.0,2.0,1.0,5.0,-2.4112,-0.5816,317.947,288.658,293.359
BRA,1.0,1.0,2.0,1.0,1.0,7.0,-1.5203,-0.5217,265.98,274.077,225.576
BRA,1.0,1.0,2.0,1.0,1.0,3.0,-1.6511,-2.1226,392.123,497.685,472.993
BRA,1.0,1.0,1.0,2.0,1.0,8.0,-1.1363,0.4139,462.732,478.031,509.3
BRA,2.0,1.0,2.0,1.0,1.0,7.0,-1.8696,-1.4847,285.832,279.359,398.197
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-0.0224,-0.0471,321.588,330.58,335.411
BRA,1.0,1.0,1.0,,1.0,1.0,-1.37,-3.0257,385.382,411.594,375.74
BRA,1.0,1.0,2.0,2.0,1.0,8.0,-2.8355,-1.3342,367.141,449.998,447.425
BRA,1.0,1.0,2.0,1.0,1.0,2.0,-1.8696,-2.9571,399.7,450.225,415.084
BRA,1.0,1.0,1.0,,1.0,5.0,-1.0745,-0.4138,441.394,449.964,419.583
BRA,2.0,1.0,1.0,1.0,1.0,8.0,0.58,0.5066,451.579,426.537,524.412
BRA,1.0,1.0,2.0,2.0,1.0,3.0,-2.0273,-1.9087,311.196,413.791,315.671
BRA,2.0,2.0,1.0,2.0,1.0,5.0,-0.9468,-1.0524,334.387,372.008,362.083
BRA,2.0,2.0,1.0,2.0,1.0,9.0,-0.8964,-0.8455,339.287,280.627,343.227
BRA,2.0,1.0,1.0,1.0,1.0,7.0,-0.8053,-0.0656,493.059,456.217,536.649
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.681,0.0628,433.51,345.821,412.799
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.3507,0.3641,591.323,676.281,623.476
BRA,1.0,1.0,1.0,1.0,1.0,7.0,-0.1923,0.0333,525.423,437.752,466.52
BRA,1.0,1.0,2.0,2.0,1.0,5.0,-2.2444,-0.6779,342.501,340.313,378.453
BRA,2.0,2.0,1.0,2.0,1.0,8.0,-0.8964,0.126,315.549,379.976,381.582
BRA,2.0,1.0,1.0,1.0,1.0,9.0,-1.5632,-0.7341,362.689,397.142,452.953
BRA,2.0,1.0,1.0,1.0,1.0,9.0,-0.0468,0.2015,556.392,508.027,562.274
BRA,2.0,1.0,2.0,2.0,1.0,5.0,-2.3153,-2.1945,310.101,377.438,340.024
BRA,1.0,1.0,,,,9.0,-4.1097,-1.6721,326.013,398.688,335.081
BRA,2.0,1.0,1.0,1.0,1.0,3.0,0.0019,-1.3841,482.732,478.069,531.233
BRA,1.0,1.0,1.0,,,3.0,-1.5378,-1.5987,450.194,487.682,425.992
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.6377,-0.0687,472.12,507.535,500.981
BRA,2.0,2.0,,,,5.0,-2.9211,-2.0557,316.943,195.704,320.181
BRA,1.0,2.0,1.0,,2.0,2.0,-1.8232,-2.9945,381.924,393.066,406.192
BRA,1.0,2.0,2.0,2.0,1.0,7.0,-2.2855,-0.781,280.73,273.552,177.774
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-0.3983,-1.1471,343.634,428.483,320.142
BRA,1.0,,,,,,,,308.943,348.554,357.602
BRA,1.0,1.0,1.0,1.0,1.0,10.0,-0.8053,0.6043,351.022,445.387,407.716
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.5542,-0.1617,368.64,587.602,465.994
BRA,2.0,2.0,2.0,1.0,2.0,5.0,-2.0064,-1.6014,345.059,372.762,348.861
BRA,1.0,,,,,,,,336.525,341.276,405.424
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.9913,0.6722,338.131,437.022,312.465
BRA,2.0,2.0,2.0,2.0,1.0,5.0,-1.7089,-1.5635,353.475,414.242,384.211
BRA,2.0,1.0,2.0,1.0,1.0,3.0,-1.8696,-2.0381,380.305,403.69,427.749
BRA,2.0,1.0,1.0,2.0,1.0,8.0,-0.6544,0.2058,540.289,570.535,563.937
BRA,2.0,1.0,1.0,1.0,1.0,10.0,-0.5542,0.9729,638.069,588.486,603.797
BRA,2.0,1.0,2.0,2.0,2.0,3.0,-3.1574,-3.1156,353.773,269.059,273.168
BRA,2.0,2.0,1.0,2.0,1.0,2.0,-0.9545,-2.524,343.252,446.543,421.223
BRA,1.0,2.0,,1.0,1.0,8.0,-1.9498,-1.3427,303.239,295.313,289.797
BRA,1.0,1.0,2.0,1.0,1.0,1.0,-1.76,-3.232,320.54,380.468,373.213
BRA,1.0,1.0,1.0,1.0,1.0,5.0,-0.0046,-1.8802,356.675,517.161,316.565
BRA,1.0,,,,1.0,7.0,-0.642,-0.8161,375.047,331.047,327.574
BRA,2.0,1.0,,,,5.0,-0.7709,-1.03,200.383,193.416,166.932
BRA,1.0,1.0,1.0,1.0,1.0,8.0,-0.4845,-0.0222,557.428,545.576,494.729
BRA,1.0,1.0,1.0,1.0,1.0,8.0,1.3789,1.2244,631.622,689.831,712.108
BRA,2.0,1.0,1.0,1.0,1.0,2.0,-1.3005,-2.6037,346.642,544.863,452.267
BRA,2.0,1.0,1.0,1.0,1.0,8.0,-0.291,0.686,428.755,429.677,451.294
BRA,2.0,1.0,,1.0,,10.0,-0.6724,-0.4302,322.957,217.599,338.635
