CNT,ST004D01T,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,HISCED,ICTRES,ESCS,PV1MATH,PV1READ,PV1SCIE
MEX,1.0,,1.0,1.0,1.0,8.0,-1.8245,-1.0504,222.548,259.625,181.864
MEX,1.0,2.0,2.0,1.0,2.0,5.0,-1.9935,-1.7346,313.139,341.383,304.739
MEX,1.0,2.0,2.0,2.0,1.0,5.0,-1.6348,-0.7725,348.129,445.909,376.643
MEX,2.0,1.0,2.0,2.0,1.0,5.0,-1.2182,-1.5805,331.424,327.275,268.116
MEX,1.0,1.0,1.0,2.0,1.0,8.0,-0.95,-0.1642,427.462,524.71,461.112
MEX,2.0,2.0,2.0,2.0,1.0,3.0,-2.4599,-2.1098,433.603,457.917,389.91
MEX,1.0,1.0,1.0,2.0,1.0,5.0,-1.0264,-0.4079,344.242,314.401,345.362
MEX,1.0,2.0,1.0,2.0,1.0,1.0,-1.4027,-3.2749,397.914,386.409,349.239
MEX,1.0,1.0,1.0,1.0,1.0,9.0,0.4422,0.9331,364.184,448.629,385.223
MEX,2.0,2.0,1.0,1.0,1.0,9.0,0.0772,0.4356,430.659,486.23,463.748
MEX,1.0,1.0,1.0,1.0,1.0,5.0,-1.372,-1.2487,424.976,443.043,415.089
MEX,1.0,1.0,2.0,2.0,1.0,8.0,-1.6919,0.1947,293.803,449.208,354.275
MEX,2.0,1.0,2.0,2.0,1.0,5.0,-1.8246,-1.4911,408.59,363.441,408.453
MEX,2.0,2.0,1.0,2.0,1.0,3.0,-1.0361,-1.9513,372.355,312.286,366.62
MEX,2.0,1.0,2.0,2.0,1.0,10.0,-0.9843,0.7679,416.086,386.885,472.079
MEX,1.0,1.0,1.0,1.0,1.0,3.0,-0.5166,-1.2502,189.251,275.258,254.305
MEX,1.0,2.0,2.0,2.0,1.0,5.0,-3.0438,-1.8998,386.112,349.883,404.176
MEX,2.0,1.0,1.0,2.0,1.0,5.0,-1.0697,-1.81,278.161,319.631,281.083
MEX,1.0,2.0,1.0,2.0,1.0,7.0,0.1502,-0.664,448.728,479.85,443.428
MEX,1.0,,,,1.0,5.0,-0.8748,-0.4249,335.225,462.209,356.603
MEX,2.0,1.0,1.0,1.0,1.0,7.0,0.0019,0.2927,392.184,396.087,389.781
MEX,2.0,2.0,1.0,1.0,1.0,9.0,-0.5039,-0.8479,351.016,480.808,388.027
MEX,2.0,1.0,2.0,2.0,1.0,8.0,-2.0273,-0.6808,415.306,464.908,488.641
MEX,2.0,2.0,1.0,1.0,1.0,3.0,-1.3541,-2.0129,323.383,382.335,356.679
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.6778,0.3053,412.429,476.728,494.333
MEX,1.0,2.0,1.0,1.0,1.0,9.0,-0.4262,-0.6478,363.948,422.84,399.568
MEX,1.0,2.0,1.0,1.0,1.0,3.0,-1.1357,-1.5907,378.585,419.85,381.525
MEX,2.0,1.0,1.0,1.0,1.0,7.0,0.8103,-0.4041,399.684,485.999,413.864
MEX,2.0,1.0,,,,3.0,-1.7286,-2.1752,357.955,398.324,386.791
MEX,2.0,2.0,2.0,2.0,1.0,3.0,-1.8178,-2.0494,428.918,485.311,465.599
MEX,1.0,1.0,2.0,2.0,1.0,5.0,-2.2163,-1.4031,313.504,338.788,365.205
MEX,2.0,1.0,2.0,2.0,1.0,3.0,-1.6605,-2.2136,371.779,421.274,370.993
MEX,2.0,2.0,1.0,2.0,2.0,2.0,-2.5514,-2.9654,316.077,238.571,342.572
MEX,2.0,1.0,1.0,2.0,1.0,9.0,-0.0177,0.7804,500.4,562.963,553.131
MEX,1.0,2.0,1.0,2.0,1.0,8.0,-1.0361,-0.514,439.671,436.9,446.387
MEX,2.0,2.0,2.0,2.0,1.0,5.0,-1.9975,-2.0428,324.164,294.015,383.045
MEX,2.0,2.0,1.0,2.0,1.0,7.0,-0.5718,-0.5014,395.806,391.027,356.856
MEX,2.0,1.0,1.0,2.0,1.0,5.0,-1.2576,-1.5567,383.612,403.491,365.511
MEX,1.0,2.0,1.0,1.0,1.0,10.0,1.5407,1.5743,489.868,545.781,520.911
MEX,2.0,2.0,1.0,1.0,1.0,10.0,-0.21,0.9754,423.884,448.363,439.277
MEX,1.0,1.0,1.0,1.0,1.0,3.0,-0.0814,-0.9944,438.156,428.846,452.83
MEX,1.0,1.0,2.0,2.0,1.0,7.0,-1.6348,-0.6125,466.192,487.879,473.878
MEX,2.0,2.0,1.0,2.0,1.0,8.0,-1.7392,0.6066,389.561,460.662,465.033
MEX,1.0,2.0,1.0,1.0,1.0,3.0,-1.612,-1.8986,336.029,451.349,372.228
MEX,2.0,2.0,1.0,2.0,1.0,3.0,-1.6313,-2.0036,369.71,361.187,366.473
MEX,2.0,1.0,1.0,1.0,1.0,8.0,0.7475,0.5348,533.924,538.196,519.458
MEX,1.0,2.0,1.0,2.0,1.0,3.0,-1.2874,-2.2061,403.385,398.538,371.008
MEX,2.0,1.0,1.0,1.0,1.0,9.0,0.1511,0.5484,366.539,340.86,381.533
MEX,2.0,2.0,2.0,2.0,1.0,8.0,-1.4351,-0.455,436.484,469.341,461.761
MEX,2.0,2.0,2.0,2.0,2.0,3.0,-2.269,-1.9284,436.407,449.585,457.872
MEX,2.0,1.0,1.0,2.0,1.0,5.0,-1.6039,-1.8027,436.172,432.727,481.502
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.8004,0.403,352.15,365.124,441.923
MEX,2.0,1.0,1.0,1.0,1.0,8.0,-1.1548,0.5777,390.994,451.668,457.717
MEX,1.0,2.0,1.0,1.0,1.0,8.0,-0.3624,0.5371,286.256,398.538,395.332
MEX,1.0,2.0,1.0,2.0,1.0,5.0,-0.7467,-1.4604,310.367,371.158,348.81
MEX,2.0,2.0,1.0,1.0,1.0,9.0,0.1083,0.5476,352.88,367.75,433.518
MEX,1.0,1.0,2.0,2.0,1.0,5.0,-1.9214,-1.7324,431.794,467.324,455.293
MEX,2.0,2.0,2.0,2.0,1.0,3.0,-2.5324,-2.6021,365.869,399.5,401.704
MEX,2.0,1.0,1.0,2.0,1.0,3.0,-1.5748,-2.2317,320.436,321.123,321.008
MEX,2.0,1.0,2.0,2.0,1.0,2.0,-3.4386,-3.4039,374.143,416.407,470.812
MEX,1.0,2.0,2.0,2.0,1.0,5.0,-1.8007,-1.473,292.201,356.522,350.481
MEX,1.0,1.0,1.0,2.0,1.0,3.0,-0.9974,-1.8298,303.716,307.54,406.286
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.1923,0.8261,488.097,466.743,472.683
MEX,2.0,2.0,1.0,1.0,1.0,3.0,-0.1923,-1.5265,475.746,468.564,528.172
MEX,1.0,1.0,1.0,1.0,1.0,7.0,-0.2035,-0.235,533.421,520.835,539.321
MEX,2.0,,,,,,,,367.987,307.805,404.586
MEX,1.0,1.0,1.0,1.0,1.0,9.0,1.4148,0.9983,468.297,490.615,486.692
MEX,1.0,2.0,2.0,2.0,1.0,1.0,-3.4304,-3.9346,349.036,328.393,345.441
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-3.1672,-2.8568,326.347,282.73,267.458
MEX,1.0,1.0,1.0,2.0,1.0,3.0,-0.4856,-1.7035,487.541,423.221,424.985
MEX,1.0,2.0,2.0,2.0,2.0,1.0,-3.8048,-4.094,365.659,396.28,325.786
MEX,2.0,1.0,1.0,2.0,1.0,4.0,-0.5146,-0.9164,382.677,369.089,399.945
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.6132,0.4722,467.503,495.506,467.376
MEX,1.0,1.0,1.0,1.0,1.0,2.0,0.0708,-1.9836,395.708,415.251,377.536
MEX,2.0,2.0,1.0,1.0,1.0,3.0,-0.9537,-2.0606,405.889,419.206,436.9
MEX,1.0,2.0,1.0,1.0,1.0,5.0,-1.6709,-2.1115,378.74,456.254,419.173
MEX,1.0,2.0,1.0,1.0,1.0,5.0,-1.5229,-1.5189,289.288,305.684,343.14
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-1.6115,-2.3971,284.479,374.407,338.393
MEX,2.0,1.0,1.0,1.0,1.0,3.0,-1.1016,-1.5918,328.81,342.626,346.943
MEX,1.0,1.0,,,1.0,7.0,-2.2212,-1.472,341.791,381.891,320.159
MEX,2.0,1.0,2.0,2.0,2.0,9.0,-2.049,-0.8439,456.226,466.109,466.468
MEX,2.0,2.0,1.0,1.0,1.0,5.0,-0.5039,-0.6268,397.131,378.15,380.815
MEX,2.0,2.0,1.0,2.0,1.0,9.0,0.0325,0.7987,527.109,513.785,500.797
MEX,1.0,1.0,1.0,1.0,1.0,9.0,0.7079,0.14,347.901,378.517,394.93
MEX,2.0,1.0,1.0,1.0,1.0,9.0,-1.0843,0.8464,536.651,532.095,538.789
MEX,1.0,2.0,2.0,,1.0,5.0,-1.2132,-1.5443,284.66,320.098,256.08
MEX,1.0,2.0,2.0,2.0,1.0,9.0,-1.3655,-0.3269,445.633,485.742,480.589
MEX,1.0,1.0,1.0,1.0,1.0,9.0,-0.1923,0.8467,451.691,426.341,458.718
MEX,2.0,1.0,1.0,2.0,1.0,10.0,-0.4691,0.7653,435.251,518.301,468.679
MEX,2.0,1.0,1.0,1.0,1.0,9.0,-0.0946,-0.2942,482.314,541.354,522.007
MEX,1.0,2.0,2.0,2.0,1.0,5.0,-2.1074,-1.6948,371.476,391.972,337.672
MEX,1.0,1.0,1.0,2.0,1.0,9.0,0.0325,0.7247,479.509,618.491,450.02
MEX,2.0,1.0,2.0,2.0,1.0,9.0,-1.8178,-0.5903,384.082,391.685,354.014
MEX,1.0,1.0,1.0,1.0,1.0,9.0,-0.406,0.8153,355.484,370.833,451.539
MEX,1.0,2.0,1.0,2.0,1.0,9.0,-1.1452,-0.8199,371.959,468.874,376.821
MEX,1.0,2.0,1.0,1.0,1.0,3.0,-1.2088,-2.1412,356.185,364.999,351.126
MEX,1.0,1.0,1.0,1.0,1.0,9.0,-1.2567,-0.8715,443.381,539.025,465.92
MEX,1.0,1.0,1.0,1.0,1.0,3.0,-1.3802,-2.0132,320.408,265.721,297.713
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-1.645,-2.1203,342.773,398.645,399.154
MEX,1.0,2.0,2.0,2.0,1.0,5.0,-2.6528,-1.9559,492.734,542.996,498.356
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-1.471,-2.36,432.118,449.273,352.635
MEX,2.0,2.0,1.0,1.0,1.0,9.0,-0.8053,0.7472,406.464,500.24,454.665
MEX,1.0,1.0,2.0,2.0,1.0,5.0,-1.5188,-1.0545,408.268,406.726,380.433
MEX,2.0,2.0,1.0,2.0,1.0,8.0,-0.4691,0.2062,474.053,519.991,517.992
MEX,1.0,1.0,1.0,1.0,1.0,9.0,-0.4545,0.1465,383.592,448.377,395.271
MEX,2.0,2.0,2.0,2.0,1.0,8.0,-1.7084,-0.2037,496.623,506.862,514.066
MEX,2.0,1.0,1.0,2.0,1.0,5.0,0.0325,-1.0476,521.335,552.196,491.849
MEX,2.0,1.0,2.0,2.0,2.0,5.0,-2.144,-1.5799,415.225,454.016,436.776
MEX,1.0,2.0,1.0,1.0,1.0,2.0,-0.1989,-2.1185,298.265,319.765,344.927
MEX,1.0,2.0,2.0,2.0,1.0,2.0,-2.2749,-3.0395,351.609,441.035,365.268
MEX,2.0,1.0,1.0,1.0,1.0,9.0,0.1083,0.3834,453.458,414.247,412.061
MEX,1.0,2.0,1.0,2.0,1.0,9.0,-0.7415,-0.6737,434.893,514.458,467.083
MEX,1.0,2.0,2.0,2.0,1.0,5.0,-1.9975,-1.8545,390.292,441.755,509.625
MEX,2.0,1.0,2.0,2.0,1.0,5.0,-2.5572,-1.8931,313.484,307.499,280.849
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.9537,0.5013,479.789,515.589,450.22
MEX,1.0,2.0,2.0,2.0,1.0,5.0,-1.8007,-1.6102,344.836,430.881,373.577
MEX,2.0,1.0,2.0,,1.0,5.0,-2.4188,-1.7716,332.598,247.896,259.024
MEX,1.0,2.0,2.0,2.0,1.0,8.0,-1.6018,-0.0881,391.266,432.699,432.811
MEX,2.0,1.0,1.0,1.0,1.0,9.0,1.3737,0.9106,561.968,573.015,606.855
MEX,2.0,2.0,2.0,2.0,1.0,3.0,-2.0273,-2.1662,268.715,260.375,258.918
MEX,1.0,2.0,2.0,1.0,1.0,3.0,-1.866,-2.4479,365.905,325.895,339.452
MEX,2.0,2.0,1.0,1.0,1.0,10.0,-1.6709,-0.2209,286.895,246.428,302.522
MEX,2.0,2.0,1.0,1.0,1.0,5.0,0.038,-0.8443,545.684,532.434,525.638
MEX,1.0,1.0,1.0,1.0,1.0,5.0,0.9987,-0.5906,309.96,270.69,270.429
MEX,1.0,1.0,1.0,1.0,1.0,5.0,-1.6306,-1.5961,345.825,379.789,380.836
MEX,1.0,1.0,1.0,1.0,1.0,7.0,-1.0186,-0.2834,490.397,512.137,439.823
MEX,1.0,2.0,1.0,1.0,1.0,3.0,-0.2035,-1.2569,300.728,395.351,301.832
MEX,1.0,1.0,1.0,1.0,1.0,9.0,-0.8053,0.0692,313.706,355.362,353.99
MEX,2.0,1.0,1.0,1.0,1.0,7.0,0.6363,-0.0829,481.414,418.539,482.932
MEX,2.0,1.0,2.0,2.0,1.0,5.0,-1.8007,-1.2863,360.996,414.92,327.238
MEX,2.0,1.0,1.0,1.0,1.0,5.0,-0.7201,-0.1633,496.36,530.212,464.166
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-2.5324,-2.7296,389.368,333.785,360.484
MEX,1.0,2.0,1.0,1.0,1.0,7.0,-0.4979,-0.4114,479.749,478.829,512.177
MEX,2.0,2.0,2.0,2.0,2.0,3.0,-4.0976,-2.715,325.757,258.498,370.554
MEX,1.0,1.0,2.0,2.0,1.0,9.0,-1.1562,-0.3776,320.303,430.734,366.778
MEX,2.0,1.0,2.0,2.0,1.0,9.0,-1.6919,-0.1931,386.642,437.248,448.003
MEX,1.0,1.0,1.0,1.0,1.0,3.0,-0.7408,-1.7028,418.141,415.409,489.822
MEX,2.0,2.0,1.0,1.0,1.0,7.0,0.1905,0.1137,450.391,419.644,461.37
MEX,1.0,2.0,2.0,2.0,1.0,7.0,-1.3312,-0.7923,364.025,397.478,411.266
MEX,1.0,2.0,1.0,1.0,1.0,9.0,0.4422,0.5837,352.21,379.531,378.947
MEX,1.0,2.0,1.0,1.0,1.0,8.0,0.1083,0.5397,466.485,482.489,467.595
MEX,1.0,2.0,1.0,1.0,1.0,3.0,-1.5907,-1.9966,390.624,434.536,441.95
MEX,1.0,2.0,1.0,2.0,1.0,9.0,-1.0869,-0.6838,363.029,394.081,363.859
MEX,1.0,2.0,1.0,1.0,1.0,5.0,-0.7068,-0.5471,419.993,425.106,435.791
MEX,1.0,,1.0,,1.0,3.0,-1.1424,-2.0101,335.342,459.982,393.878
MEX,2.0,1.0,2.0,2.0,1.0,7.0,-0.9093,0.5209,397.911,476.987,394.54
MEX,2.0,1.0,2.0,2.0,1.0,9.0,-1.8007,0.7195,522.136,484.169,426.907
MEX,2.0,1.0,1.0,2.0,1.0,2.0,-1.4143,-2.6084,475.742,511.257,520.861
MEX,2.0,2.0,1.0,1.0,1.0,7.0,0.1083,-0.6656,462.283,460.874,506.24
MEX,1.0,1.0,2.0,2.0,1.0,3.0,-1.736,-1.4334,269.759,381.765,329.814
MEX,2.0,1.0,2.0,2.0,1.0,9.0,-1.7973,-0.1072,367.884,390.315,341.86
MEX,1.0,1.0,2.0,2.0,1.0,5.0,-1.2123,-1.4171,446.616,416.768,486.657
MEX,2.0,2.0,2.0,2.0,1.0,5.0,-1.3063,-1.3657,541.208,551.252,571.091
MEX,2.0,2.0,1.0,2.0,1.0,3.0,-1.196,-2.0972,393.632,373.269,401.85
MEX,1.0,1.0,1.0,1.0,1.0,10.0,0.3922,0.8927,470.778,532.825,498.209
MEX,2.0,1.0,1.0,1.0,1.0,10.0,0.0772,1.2736,529.002,516.924,537.57
MEX,1.0,2.0,1.0,1.0,1.0,5.0,-0.8626,-1.6262,294.634,444.236,343.805
MEX,1.0,2.0,1.0,2.0,1.0,7.0,-1.1363,-0.3098,447.727,518.011,509.447
MEX,2.0,2.0,1.0,2.0,1.0,5.0,-0.3964,-0.96,375.831,421.916,419.986
MEX,1.0,2.0,2.0,1.0,1.0,3.0,-1.3784,-2.2554,368.696,390.568,359.84
MEX,2.0,1.0,2.0,1.0,2.0,9.0,-2.0523,-0.4868,338.369,355.824,356.975
MEX,2.0,1.0,1.0,1.0,1.0,5.0,-0.8053,-0.9219,467.034,514.415,469.285
MEX,1.0,2.0,2.0,2.0,1.0,9.0,-2.1487,-1.0963,352.151,413.876,388.3
MEX,1.0,1.0,1.0,,1.0,7.0,-1.1866,-0.4125,349.112,407.759,352.632
MEX,1.0,2.0,1.0,1.0,1.0,9.0,0.5462,0.7758,584.925,617.58,561.742
MEX,2.0,1.0,2.0,2.0,2.0,2.0,-4.1882,-3.7282,431.16,366.761,409.227
MEX,2.0,2.0,1.0,2.0,1.0,9.0,-1.1681,0.5959,381.358,416.905,358.195
MEX,2.0,1.0,1.0,2.0,1.0,7.0,-0.7814,-1.0858,332.144,401.537,383.003
MEX,1.0,2.0,1.0,1.0,1.0,3.0,-0.4979,-1.4615,361.363,439.168,397.111
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.2705,-0.7408,422.925,549.795,441.823
MEX,1.0,,,,1.0,5.0,-1.8404,-1.7541,302.95,338.339,257.278
MEX,2.0,1.0,1.0,1.0,1.0,8.0,0.9584,0.37,489.147,510.025,525.843
MEX,1.0,1.0,2.0,2.0,1.0,3.0,-2.0273,-2.3005,424.08,454.977,410.626
MEX,1.0,1.0,2.0,2.0,1.0,3.0,-2.6528,-2.3523,443.424,426.104,404.219
MEX,1.0,1.0,2.0,2.0,1.0,2.0,-1.912,-2.8748,377.276,372.516,428.743
MEX,1.0,1.0,2.0,2.0,1.0,7.0,-2.1152,-1.1647,295.808,280.246,282.856
MEX,2.0,1.0,2.0,2.0,1.0,8.0,-1.2182,-0.2614,363.338,381.324,352.897
MEX,1.0,1.0,1.0,1.0,1.0,9.0,0.8172,0.9083,538.865,536.745,532.289
MEX,1.0,2.0,2.0,2.0,1.0,8.0,-1.0531,-0.6096,271.817,380.473,311.019
MEX,2.0,1.0,1.0,2.0,1.0,5.0,1.0282,-0.1097,493.613,512.251,473.185
MEX,1.0,2.0,2.0,2.0,2.0,5.0,-5.0283,-2.1653,305.434,341.451,340.416
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-1.8007,-2.0131,333.239,299.553,366.277
MEX,1.0,1.0,2.0,2.0,1.0,3.0,-1.8721,-1.658,370.086,411.912,375.971
MEX,2.0,1.0,1.0,1.0,1.0,9.0,0.1617,0.0002,400.152,385.773,432.407
MEX,2.0,1.0,1.0,1.0,1.0,5.0,0.4905,-0.6746,357.703,376.557,437.822
MEX,2.0,2.0,1.0,2.0,1.0,4.0,-0.1278,-0.1479,386.97,352.767,435.291
MEX,1.0,1.0,1.0,1.0,1.0,5.0,-0.2035,-0.7906,394.282,446.568,392.874
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-1.0318,-2.2133,377.527,420.996,354.328
MEX,1.0,2.0,1.0,2.0,1.0,5.0,-2.1059,-1.7003,345.52,423.345,359.205
MEX,2.0,1.0,1.0,1.0,1.0,8.0,-0.6924,1.0609,280.695,341.046,314.147
MEX,1.0,1.0,1.0,1.0,1.0,9.0,-0.0816,0.5556,437.205,496.932,450.944
MEX,2.0,1.0,1.0,1.0,1.0,10.0,0.4971,0.3636,365.673,334.408,355.512
MEX,1.0,2.0,1.0,2.0,1.0,3.0,-1.5911,-1.826,338.806,365.958,407.116
MEX,2.0,1.0,1.0,1.0,1.0,3.0,-0.4979,-2.1137,558.221,532.556,531.051
MEX,2.0,2.0,2.0,2.0,1.0,10.0,-2.1771,-0.9281,393.245,372.77,416.688
MEX,2.0,2.0,1.0,1.0,1.0,3.0,-1.1827,-1.7744,383.145,433.229,361.31
MEX,1.0,2.0,1.0,1.0,1.0,9.0,-0.1923,0.8632,446.219,518.816,519.912
MEX,1.0,1.0,1.0,1.0,1.0,10.0,0.949,1.7427,460.626,469.68,474.522
MEX,2.0,2.0,1.0,2.0,1.0,3.0,-0.9639,-1.9536,358.135,386.32,364.45
MEX,2.0,1.0,1.0,1.0,1.0,10.0,1.1225,1.7371,487.919,348.246,505.285
MEX,1.0,1.0,1.0,2.0,1.0,3.0,-0.1167,-0.8878,391.763,372.804,353.664
MEX,1.0,1.0,1.0,1.0,1.0,5.0,0.406,-0.7937,480.775,477.04,459.547
MEX,1.0,2.0,1.0,1.0,1.0,8.0,-1.0598,0.3444,298.773,383.289,394.595
MEX,1.0,1.0,2.0,2.0,1.0,5.0,-1.9719,-1.7029,394.219,448.001,446.693
MEX,1.0,2.0,1.0,2.0,1.0,3.0,-1.8849,-2.4491,333.043,373.187,371.022
MEX,1.0,1.0,1.0,1.0,1.0,9.0,0.8117,1.5554,430.378,453.247,449.437
MEX,2.0,1.0,1.0,1.0,1.0,9.0,0.5405,0.495,365.719,416.721,394.699
MEX,1.0,1.0,2.0,2.0,1.0,3.0,-1.5577,-1.9136,343.907,387.492,342.116
MEX,2.0,1.0,1.0,2.0,1.0,9.0,-1.1944,0.2009,391.207,419.097,384.248
MEX,2.0,2.0,1.0,1.0,1.0,9.0,-0.3507,-0.0893,328.343,315.337,286.69
MEX,1.0,2.0,2.0,2.0,1.0,3.0,-3.0438,-2.6687,329.788,381.193,347.106
MEX,1.0,1.0,1.0,1.0,1.0,5.0,-0.9178,-0.9376,362.488,430.107,396.962
MEX,1.0,1.0,1.0,1.0,1.0,5.0,0.4422,-0.6523,420.541,418.96,411.269
MEX,2.0,1.0,1.0,2.0,1.0,10.0,0.3913,1.0718,412.494,394.04,510.509
MEX,1.0,1.0,1.0,2.0,1.0,3.0,-1.5262,-2.2154,404.354,442.429,436.408
MEX,1.0,2.0,1.0,2.0,1.0,3.0,-1.7392,-2.0581,246.234,269.083,283.126
MEX,2.0,1.0,1.0,1.0,1.0,9.0,1.1171,1.1989,473.031,507.394,476.775
MEX,2.0,1.0,1.0,1.0,1.0,9.0,-0.5854,0.2697,371.397,376.507,399.235
MEX,2.0,1.0,1.0,1.0,1.0,8.0,0.1083,0.7729,469.802,481.165,510.105
MEX,2.0,2.0,1.0,1.0,1.0,5.0,-0.5542,-1.2267,510.536,538.113,555.48
MEX,1.0,,1.0,,,3.0,0.7945,-1.2063,405.137,394.028,380.476
MEX,1.0,2.0,2.0,2.0,1.0,1.0,-3.5294,-4.0679,339.107,283.105,316.467
MEX,1.0,1.0,1.0,2.0,1.0,3.0,-1.3546,-2.0365,455.827,520.213,455.721
MEX,1.0,2.0,2.0,2.0,1.0,2.0,-1.912,-2.6962,386.141,322.137,396.636
MEX,1.0,2.0,1.0,1.0,1.0,3.0,-1.0055,-1.7291,367.93,411.949,407.096
MEX,2.0,1.0,1.0,1.0,1.0,10.0,-1.0503,-0.3278,379.996,372.827,399.945
MEX,1.0,1.0,2.0,2.0,1.0,3.0,-1.912,-1.9791,406.127,451.577,438.539
MEX,2.0,,1.0,,,9.0,-2.0502,0.0962,214.595,226.799,191.542
MEX,2.0,1.0,2.0,2.0,1.0,8.0,-1.8007,0.0157,400.771,423.23,467.961
MEX,1.0,1.0,1.0,1.0,1.0,8.0,0.2271,-0.0791,478.301,592.58,494.665
MEX,1.0,1.0,1.0,1.0,1.0,7.0,-0.9636,-0.1868,385.011,395.988,409.131
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.7201,0.5234,389.968,370.577,388.667
MEX,1.0,1.0,1.0,1.0,1.0,5.0,-0.5542,-1.3989,495.371,485.235,505.737
MEX,1.0,2.0,1.0,1.0,1.0,8.0,1.1171,0.9901,466.664,506.473,471.42
MEX,2.0,2.0,2.0,2.0,1.0,2.0,-1.4931,-2.7809,385.211,378.594,363.335
MEX,1.0,1.0,1.0,1.0,1.0,10.0,0.6516,1.322,487.671,579.083,475.608
MEX,1.0,2.0,1.0,2.0,1.0,8.0,-0.95,0.4658,603.689,626.631,609.231
MEX,1.0,1.0,1.0,1.0,1.0,3.0,-0.1774,-1.4873,389.465,361.141,388.869
MEX,1.0,2.0,1.0,1.0,1.0,8.0,-0.3,0.6382,483.731,549.985,416.326
MEX,2.0,2.0,2.0,2.0,1.0,3.0,-2.8825,-2.2229,299.254,280.04,285.413
MEX,2.0,1.0,1.0,2.0,1.0,2.0,-0.5262,-2.6612,448.159,381.883,388.749
MEX,1.0,2.0,2.0,2.0,2.0,2.0,-5.0283,-3.0277,313.356,367.486,370.584
MEX,1.0,1.0,1.0,1.0,1.0,3.0,-1.3005,-2.0839,380.03,471.853,491.781
MEX,1.0,2.0,1.0,1.0,1.0,7.0,-0.8053,-0.782,411.649,433.394,380.967
MEX,2.0,1.0,2.0,2.0,1.0,5.0,-1.5001,-1.1702,323.531,347.831,298.111
MEX,2.0,1.0,1.0,1.0,1.0,9.0,0.4422,0.985,480.621,447.664,467.045
MEX,1.0,2.0,1.0,2.0,1.0,9.0,0.2261,-0.3626,318.003,341.489,420.916
MEX,2.0,2.0,2.0,2.0,1.0,5.0,-2.6528,-2.1773,336.91,388.611,386.269
MEX,1.0,1.0,2.0,2.0,1.0,3.0,-2.6528,-2.4477,367.253,337.185,339.326
MEX,2.0,2.0,1.0,1.0,1.0,9.0,0.3027,1.1001,534.077,599.57,550.344
MEX,2.0,2.0,1.0,2.0,1.0,5.0,-0.1723,-0.7306,497.0,481.753,501.381
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-1.4133,-0.8551,353.952,356.302,359.305
MEX,2.0,1.0,2.0,2.0,1.0,10.0,-2.1812,-1.0761,289.428,189.981,285.206
MEX,1.0,1.0,1.0,1.0,1.0,8.0,-0.3,-0.3283,361.332,424.938,385.538
MEX,2.0,2.0,1.0,2.0,1.0,3.0,-1.1491,-2.0987,434.379,432.801,425.923
MEX,2.0,1.0,1.0,1.0,1.0,8.0,-0.8004,-0.1624,590.035,532.43,541.574
MEX,1.0,1.0,1.0,2.0,1.0,7.0,-0.4856,-0.8997,416.037,512.022,460.841
MEX,1.0,1.0,1.0,1.0,1.0,10.0,-1.7791,-0.7245,249.148,298.438,277.828
MEX,1.0,2.0,1.0,2.0,2.0,3.0,-1.803,-2.3599,357.444,399.684,369.323
MEX,1.0,1.0,1.0,2.0,1.0,9.0,-0.6399,0.5125,387.167,455.274,434.125
MEX,2.0,1.0,1.0,1.0,1.0,8.0,-0.2863,0.8656,527.409,606.725,566.714
MEX,2.0,1.0,2.0,1.0,1.0,5.0,-1.9537,-1.9641,418.081,445.313,488.622
MEX,2.0,2.0,2.0,1.0,1.0,4.0,-2.8679,-1.9587,355.067,403.445,368.745
MEX,2.0,1.0,1.0,1.0,1.0,9.0,0.5014,-0.209,455.843,506.296,457.193
MEX,2.0,1.0,1.0,1.0,1.0,5.0,-0.5443,-0.2421,456.522,535.444,473.45
MEX,1.0,2.0,1.0,2.0,1.0,3.0,-1.431,-1.8262,324.852,335.002,373.063
MEX,2.0,2.0,2.0,2.0,1.0,3.0,-2.6528,-2.5226,361.214,390.365,435.993
MEX,1.0,1.0,1.0,2.0,1.0,9.0,-1.085,-0.5666,368.718,496.042,417.927
MEX,2.0,1.0,1.0,1.0,1.0,9.0,0.1083,0.5276,435.238,527.735,504.813
MEX,2.0,1.0,2.0,2.0,1.0,3.0,-2.8355,-2.708,379.238,437.475,435.114
MEX,1.0,1.0,2.0,2.0,1.0,7.0,-1.6919,-1.2218,400.895,405.851,348.783
MEX,1.0,2.0,2.0,2.0,1.0,2.0,-1.4931,-2.6345,321.927,340.69,310.762
